,date,species,year,biogeo,canton,river,lot,forest,project,city,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel,locname,loc_date,genus,month
7259,2021-05-23,arabidopsis-thaliana,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",arabidopsis,5
7260,2021-05-23,medicago-lupulina,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",medicago,5
7261,2021-05-23,senecio-vulgaris,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",senecio,5
7262,2021-05-23,plantago-lanceolata,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",plantago,5
7263,2021-05-23,capsella-bursa-pastoris,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",capsella,5
7264,2021-05-23,trifolium-pratense,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",trifolium,5
7265,2021-05-23,veronica-persica,2,mp,be,X,X,X,pronat,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",veronica,5
7266,2021-05-23,achillea-millefolium,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",achillea,5
7267,2021-05-23,cerastium-glomeratum,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",cerastium,5
7268,2021-05-23,valerianella-locusta,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",valerianella,5
7269,2021-05-23,veronica-arvensis,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",veronica,5
7270,2021-05-23,lamium-purpureum,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",lamium,5
7271,2021-05-23,veronica-hederifolia,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",veronica,5
7272,2021-05-23,glechoma-hederacea,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",glechoma,5
7273,2021-05-23,myosotis-arvensis,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",myosotis,5
7274,2021-05-23,taraxacum,2,mp,be,X,X,X,pronat,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",taraxacum,5
7275,2021-05-23,ranunculus-acris,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",ranunculus,5
7276,2021-05-23,veronica-hederifolia,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",veronica,5
7277,2021-05-23,papaver-rhoeas,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",papaver,5
7278,2021-05-23,erodium-cicutarium,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-05-23')",erodium,5
7279,2021-05-23,potentilla-verna,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",potentilla,5
7280,2021-05-23,vinca-minor,2,mp,be,X,X,X,X,biel,LC,LC,LC,Apocynaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",vinca,5
7281,2021-05-23,lotus-corniculatus,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",lotus,5
7282,2021-05-23,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",hedera,5
7283,2021-05-23,medicago-lupulina,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",medicago,5
7284,2021-05-23,erigeron-annuus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",erigeron,5
7285,2021-05-23,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",taraxacum,5
7286,2021-05-23,potentilla-verna,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",potentilla,5
7287,2021-05-23,mahonia-aquifolium,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,WL,X,X,X,X,X,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",mahonia,5
7288,2021-05-23,thymus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",thymus,5
7289,2021-05-23,sanguisorba-minor,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",sanguisorba,5
7290,2021-05-23,plantago-lanceolata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",plantago,5
7291,2021-05-23,hieracium-pilosella,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",hieracium,5
7292,2021-05-23,galium-mollugo,2,mp,be,X,X,X,X,biel,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",galium,5
7293,2021-05-23,trifolium-campestre,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",trifolium,5
7294,2021-05-23,tragopogon-pratensis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,1,4,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",tragopogon,5
7295,2021-05-23,silene-vulgaris,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",silene,5
7296,2021-05-23,salvia-pratensis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",salvia,5
7297,2021-05-23,trifolium-dubium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",trifolium,5
7298,2021-05-23,vicia-sativa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,X,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",vicia,5
7299,2021-05-23,sambucus-nigra,2,mp,be,X,X,X,X,biel,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",sambucus,5
7300,2021-05-23,leucanthemum-vulgare,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",leucanthemum,5
7301,2021-05-23,cerastium-glomeratum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel,bielstrasse-berm-2,"('bielstrasse-berm-2', '2021-05-23')",cerastium,5
7302,2021-05-23,alliaria-petiolata,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",alliaria,5
7303,2021-05-23,ajuga-reptans,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",ajuga,5
7304,2021-05-23,galium-odoratum,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",galium,5
7305,2021-05-23,urtica-dioica,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",urtica,5
7306,2021-05-23,geum-urbanum,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",geum,5
7307,2021-05-23,veronica-chamaedrys,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",veronica,5
7308,2021-05-23,veronica-hederifolia,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",veronica,5
7309,2021-05-23,geranium-robertianum,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",geranium,5
7310,2021-05-23,glechoma-hederacea,2,mp,be,X,X,laengholz,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,laengholz-forest-11,"('laengholz-forest-11', '2021-05-23')",glechoma,5
7311,2021-05-25,galium-odoratum,2,X,X,X,X,X,X,X,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-25')",galium,5
7312,2021-05-25,fragaria-vesca,2,X,X,X,X,X,X,X,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-25')",fragaria,5
7313,2021-05-25,geranium-robertianum,2,X,X,X,X,X,X,X,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-25')",geranium,5
7314,2021-05-25,lamium-galeobdolon,2,X,X,X,X,X,X,X,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-25')",lamium,5
7315,2021-05-25,hedera-helix,2,X,X,X,X,X,X,X,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-25')",hedera,5
7316,2021-05-25,veronica-chamaedrys,2,X,X,X,X,X,X,X,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-25')",veronica,5
7317,2021-06-02,geranium-robertianum,2,X,X,X,X,X,X,X,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-06-02')",geranium,6
7318,2021-06-02,galium-aparine,2,X,X,X,X,X,X,X,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-06-02')",galium,6
7319,2021-06-02,alliaria-petiolata,2,X,X,X,X,X,X,X,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-06-02')",alliaria,6
7320,2021-06-02,melittis-melissophyllum,2,X,X,X,X,X,X,X,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,random,"('random', '2021-06-02')",melittis,6
7321,2021-06-02,phyteuma-spicatum,2,X,X,X,X,X,X,X,LC,LC,LC,Campanulaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-06-02')",phyteuma,6
7322,2021-06-04,urtica-dioica,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",urtica,6
7323,2021-06-04,clematis-vitalba,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",clematis,6
7324,2021-06-04,anthriscus-sylvestris,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Apiaceae,3,1,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",anthriscus,6
7325,2021-06-04,taraxacum,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",taraxacum,6
7326,2021-06-04,hedera-helix,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",hedera,6
7327,2021-06-04,cerastium-fontanum,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",cerastium,6
7328,2021-06-04,rubus-caesius,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",rubus,6
7329,2021-06-04,rubus,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",rubus,6
7330,2021-06-04,artemisia,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",artemisia,6
7331,2021-06-04,galium-aparine,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",galium,6
7332,2021-06-04,lamium-maculatum,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",lamium,6
7333,2021-06-04,sambucus-nigra,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",sambucus,6
7334,2021-06-04,cymbalaria-muralis,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",cymbalaria,6
7335,2021-06-04,equisetum-arvense,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-1,"('schleusenweg-suze-1', '2021-06-04')",equisetum,6
7336,2021-06-04,hedera-helix,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",hedera,6
7337,2021-06-04,galium-aparine,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",galium,6
7338,2021-06-04,rosa,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",rosa,6
7339,2021-06-04,rosa-canina,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",rosa,6
7340,2021-06-04,chelidonium-majus,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,X,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",chelidonium,6
7341,2021-06-04,stachys-sylvatica,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",stachys,6
7342,2021-06-04,rubus,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",rubus,6
7343,2021-06-04,alliaria-petiolata,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",alliaria,6
7344,2021-06-04,geum-urbanum,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",geum,6
7345,2021-06-04,equisetum-arvense,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",equisetum,6
7346,2021-06-04,geranium-robertianum,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",geranium,6
7347,2021-06-04,clematis-vitalba,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",clematis,6
7348,2021-06-04,anthriscus-sylvestris,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Apiaceae,3,1,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-06-04')",anthriscus,6
7349,2021-06-04,urtica-dioica,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",urtica,6
7350,2021-06-04,urtica-dioica,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",urtica,6
7351,2021-06-04,equisetum-arvense,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",equisetum,6
7352,2021-06-04,geranium-robertianum,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",geranium,6
7353,2021-06-04,anthriscus-sylvestris,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Apiaceae,3,1,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",anthriscus,6
7354,2021-06-04,rosa-canina,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",rosa,6
7355,2021-06-04,hedera-helix,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",hedera,6
7356,2021-06-04,galium-aparine,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",galium,6
7357,2021-06-04,rubus,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",rubus,6
7358,2021-06-04,hypericum,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",hypericum,6
7359,2021-06-04,erigeron-annuus,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",erigeron,6
7360,2021-06-04,papaver,2,mp,be,suze,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",papaver,6
7361,2021-06-04,sambucus-nigra,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-3,"('schleusenweg-suze-3', '2021-06-04')",sambucus,6
7362,2021-06-04,artemisia,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",artemisia,6
7363,2021-06-04,erigeron-annuus,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",erigeron,6
7364,2021-06-04,lotus-corniculatus,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",lotus,6
7365,2021-06-04,trifolium-repens,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",trifolium,6
7366,2021-06-04,senecio-inaequidens,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,BL,ODE,X,X,X,X,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",senecio,6
7367,2021-06-04,tussilago-farfara,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",tussilago,6
7368,2021-06-04,trifolium-dubium,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",trifolium,6
7369,2021-06-04,papaver,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",papaver,6
7370,2021-06-04,populus-alba,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",populus,6
7371,2021-06-04,buddleja-davidii,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",buddleja,6
7372,2021-06-04,salix-alba,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",salix,6
7373,2021-06-04,medicago-lupulina,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",medicago,6
7374,2021-06-04,senecio-vulgaris,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",senecio,6
7375,2021-06-04,trifolium-pratense,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",trifolium,6
7376,2021-06-04,veronica-hederifolia,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",veronica,6
7377,2021-06-04,vicia,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",vicia,6
7378,2021-06-04,ranunculus,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",ranunculus,6
7379,2021-06-04,leucanthemum-vulgare,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",leucanthemum,6
7380,2021-06-04,sonchus-oleraceus,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-06-04')",sonchus,6
