"Species","Family","N5","Last year","Map"
"Oligia strigilis  (Linnaeus, 1758)","Noctuidae","585220","2023","Show (ancien)"
"Oligia versicolor  (Borkhausen, 1792)","Noctuidae","585220","2013","Show (ancien)"
"Orgyia antiqua  (Linnaeus, 1758)","Erebidae, Lymantriinae","585220","1993","Show (ancien)"
"Orthosia cerasi  (Fabricius, 1775)","Noctuidae","585220","1988","Show (ancien)"
"Orthosia cruda  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1988","Show (ancien)"
"Orthosia gothica  (Linnaeus, 1758)","Noctuidae","585220","1988","Show (ancien)"
"Orthosia gracilis  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1988","Show (ancien)"
"Orthosia incerta  (Hufnagel, 1766)","Noctuidae","585220","1988","Show (ancien)"
"Orthosia miniosa  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1906","Show (ancien)"
"Orthosia munda  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1988","Show (ancien)"
"Orthosia opima  (Hübner, 1809)","Noctuidae","585220","1988","Show (ancien)"
"Orthosia populeti  (Fabricius, 1781)","Noctuidae","585220","1980","Show (ancien)"
"Pachetra sagittigera  (Hufnagel, 1766)","Noctuidae","585220","1979","Show (ancien)"
"Panemeria tenebrata  (Scopoli, 1763)","Noctuidae","585220","1985","Show (ancien)"
"Panolis flammea  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1930","Show (ancien)"
"Panthea coenobita  (Esper, 1785)","Noctuidae, Pantheinae","585220","2023","Show (ancien)"
"Paracolax tristalis  (Fabricius, 1794)","Erebidae","585220","1945","Show (ancien)"
"Paradiarsia glareosa  (Esper, 1788)","Noctuidae","585220","1979","Show (ancien)"
"Paradrina clavipalpis  (Scopoli, 1763)","Noctuidae","585220","1979","Show (ancien)"
"Paranthrene tabaniformis  (Rottemburg, 1775)","Sesiidae","585220","2007","Show (ancien)"
"Parastichtis ypsillon  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1979","Show (ancien)"
"Pechipogo strigilata  (Linnaeus, 1758)","Erebidae","585220","1944","Show (ancien)"
"Pelosia muscerda  (Hufnagel, 1766)","Erebidae, Arctiinae","585220","1900","Show (ancien)"
"Pennisetia hylaeiformis  (Laspeyres, 1801)","Sesiidae","585220","1996","Show (ancien)"
"Peridea anceps  (Goeze, 1781)","Notodontidae","585220","2023","Show (ancien)"
"Peridroma saucia  (Hübner, 1808)","Noctuidae","585220","1900","Show (ancien)"
"Phalera bucephala  (Linnaeus, 1758)","Notodontidae","585220","1985","Show (ancien)"
"Phlogophora meticulosa  (Linnaeus, 1758)","Noctuidae","585220","2013","Show (ancien)"
"Phlogophora scita  (Hübner, 1790)","Noctuidae","585220","1934","Show (ancien)"
"Photedes minima  (Haworth, 1809)","Noctuidae","585220","1905","Show (ancien)"
"Phragmatobia fuliginosa  (Linnaeus, 1758)","Erebidae, Arctiinae","585220","1979","Show (ancien)"
"Phragmatobia luctifera  (Denis & Schiffermüller, 1775)","Erebidae, Arctiinae","585220","1936","Show (ancien)"
"Phyllodesma tremulifolia  (Hübner, 1810)","Lasiocampidae","585220","1911","Show (ancien)"
"Phymatopus hecta  (Linnaeus, 1758)","Hepialidae","585220","1891","Show (ancien)"
"Phytometra viridaria  (Clerck, 1759)","Erebidae","585220","1985","Show (ancien)"
"Platyperigea ingrata  (Staudinger, 1897)","Noctuidae","585220","1994","Show (ancien)"
"Platyperigea kadenii  (Freyer, 1836)","Noctuidae","585220","2011","Show (ancien)"
"Poecilocampa populi  (Linnaeus, 1758)","Lasiocampidae","585220","1978","Show (ancien)"
"Polia bombycina  (Hufnagel, 1766)","Noctuidae","585220","1908","Show (ancien)"
"Polia hepatica  (Clerck, 1759)","Noctuidae","585220","1908","Show (ancien)"
"Polia nebulosa  (Hufnagel, 1766)","Noctuidae","585220","2023","Show (ancien)"
"Polychrysia moneta  (Fabricius, 1787)","Noctuidae","585220","1906","Show (ancien)"
"Polymixis rufocincta  (Geyer, 1828)","Noctuidae","585220","2011","Show (ancien)"
"Polymixis xanthomista  (Hübner, 1819)","Noctuidae","585220","1979","Show (ancien)"
"Polyphaenis sericata  (Esper, 1787)","Noctuidae","585220","1981","Show (ancien)"
"Polyploca ridens  (Fabricius, 1787)","Drepanidae","585220","1907","Show (ancien)"
"Polypogon tentacularia  (Linnaeus, 1758)","Erebidae","585220","1979","Show (ancien)"
"Protodeltote pygarga  (Hufnagel, 1766)","Noctuidae","585220","2023","Show (ancien)"
"Pseudoips prasinana  (Linnaeus, 1758)","Nolidae","585220","2023","Show (ancien)"
"Psyche casta  (Pallas, 1767)","Psychidae","585220","2002","Show (ancien)"
"Pterostoma palpina  (Clerck, 1759)","Notodontidae","585220","2023","Show (ancien)"
"Ptilodon capucina  (Linnaeus, 1758)","Notodontidae","585220","2023","Show (ancien)"
"Ptilodon cucullina  (Denis & Schiffermüller, 1775)","Notodontidae","585220","2023","Show (ancien)"
"Ptilophora plumigera  (Denis & Schiffermüller, 1775)","Notodontidae","585220","1978","Show (ancien)"
"Pyrrhia umbra  (Hufnagel, 1766)","Noctuidae","585220","1930","Show (ancien)"
"Rhyacia lucipeta  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1932","Show (ancien)"
"Rivula sericealis  (Scopoli, 1763)","Erebidae","585220","2023","Show (ancien)"
"Rusina ferruginea  (Esper, 1785)","Noctuidae","585220","2023","Show (ancien)"
"Sabra harpagula  (Esper, 1786)","Drepanidae","585220","2023","Show (ancien)"
"Saturnia pavonia  (Linnaeus, 1758)","Saturniidae","585220","1980","Show (ancien)"
"Schrankia costaestrigalis  (Stephens, 1834)","Erebidae","585220","2023","Show (ancien)"
"Scoliopteryx libatrix  (Linnaeus, 1758)","Erebidae","585220","2022","Show (ancien)"
"Sedina buettneri  (E.Hering, 1858)","Noctuidae","585220","1985","Show (ancien)"
"Sesia apiformis  (Clerck, 1759)","Sesiidae","585220","1999","Show (ancien)"
"Setina irrorella  (Linnaeus, 1758)","Erebidae, Arctiinae","585220","1949","Show (ancien)"
"Shargacucullia lychnitis  (Rambur, 1833)","Noctuidae","585220","1919","Show (ancien)"
"Shargacucullia prenanthis  (Boisduval, 1840)","Noctuidae","585220","1906","Show (ancien)"
"Shargacucullia scrophulariae  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1909","Show (ancien)"
"Shargacucullia verbasci  (Linnaeus, 1758)","Noctuidae","585220","2008","Show (ancien)"
"Sphinx ligustri  Linnaeus, 1758","Sphingidae","585220","2023","Show (ancien)"
"Spilosoma lubricipeda  (Linnaeus, 1758)","Erebidae, Arctiinae","585220","1986","Show (ancien)"
"Spilosoma lutea  (Hufnagel, 1766)","Erebidae, Arctiinae","585220","2023","Show (ancien)"
"Spudaea ruticilla  (Esper, 1791)","Noctuidae","585220","1948","Show (ancien)"
"Stauropus fagi  (Linnaeus, 1758)","Notodontidae","585220","2023","Show (ancien)"
"Synansphecia affinis  (Staudinger, 1856)","Sesiidae","585220","1905","Show (ancien)"
"Synanthedon andrenaeformis  (Laspeyres, 1801)","Sesiidae","585220","1997","Show (ancien)"
"Synanthedon conopiformis  (Esper, 1783)","Sesiidae","585220","1911","Show (ancien)"
"Synanthedon myopaeformis  (Borkhausen, 1789)","Sesiidae","585220","1997","Show (ancien)"
"Synanthedon soffneri  Spatenka, 1983","Sesiidae","585220","1999","Show (ancien)"
"Synanthedon tipuliformis  (Clerck, 1759)","Sesiidae","585220","1911","Show (ancien)"
"Synanthedon vespiformis  (Linnaeus, 1761)","Sesiidae","585220","1998","Show (ancien)"
"Tethea ocularis  (Linnaeus, 1767)","Drepanidae","585220","1908","Show (ancien)"
"Tethea or  (Denis & Schiffermüller, 1775)","Drepanidae","585220","2023","Show (ancien)"
"Thalpophila matura  (Hufnagel, 1766)","Noctuidae","585220","1979","Show (ancien)"
"Tholera cespitis  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1906","Show (ancien)"
"Tholera decimalis  (Poda, 1761)","Noctuidae","585220","1978","Show (ancien)"
"Thyatira batis  (Linnaeus, 1758)","Drepanidae","585220","2023","Show (ancien)"
"Thyris fenestrella  (Scopoli, 1763)","Thyrididae","585220","1949","Show (ancien)"
"Trachea atriplicis  (Linnaeus, 1758)","Noctuidae","585220","1979","Show (ancien)"
"Trichiura crataegi  (Linnaeus, 1758)","Lasiocampidae","585220","1905","Show (ancien)"
"Triodia sylvina  (Linnaeus, 1761)","Hepialidae","585220","2022","Show (ancien)"
"Trisateles emortualis  (Denis & Schiffermüller, 1775)","Erebidae","585220","2013","Show (ancien)"
"Tyria jacobaeae  (Linnaeus, 1758)","Erebidae, Arctiinae","585220","1905","Show (ancien)"
"Tyta luctuosa  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1959","Show (ancien)"
"Valeria jaspidea  (Villers, 1789)","Noctuidae","585220","1903","Show (ancien)"
"Watsonalla binaria  (Hufnagel, 1767)","Drepanidae","585220","2023","Show (ancien)"
"Watsonalla cultraria  (Fabricius, 1775)","Drepanidae","585220","2023","Show (ancien)"
"Xanthia aurago  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1995","Show (ancien)"
"Xanthia citrago  (Linnaeus, 1758)","Noctuidae","585220","1979","Show (ancien)"
"Xanthia gilvago  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1930","Show (ancien)"
"Xanthia icteritia  (Hufnagel, 1766)","Noctuidae","585220","1979","Show (ancien)"
"Xanthia ocellaris  (Borkhausen, 1792)","Noctuidae","585220","1978","Show (ancien)"
"Xanthia togata  (Esper, 1788)","Noctuidae","585220","1979","Show (ancien)"
"Xestia ashworthii candelarum (Staudinger, 1871)","Noctuidae","585220","2013","Show (ancien)"
"Xestia baja  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1981","Show (ancien)"
"Xestia c-nigrum  (Linnaeus, 1758)","Noctuidae","585220","2023","Show (ancien)"
"Xestia ditrapezium  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1912","Show (ancien)"
"Xestia rhomboidea  (Esper, 1790)","Noctuidae","585220","1979","Show (ancien)"
"Xestia triangulum  (Hufnagel, 1766)","Noctuidae","585220","1979","Show (ancien)"
"Xestia xanthographa  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1979","Show (ancien)"
"Xylena exsoleta  (Linnaeus, 1758)","Noctuidae","585220","1907","Show (ancien)"
"Xylena vetusta  (Hübner, 1813)","Noctuidae","585220","1988","Show (ancien)"
"Xylocampa areola  (Esper, 1789)","Noctuidae","585220","1909","Show (ancien)"
"Yigoga nigrescens  (Hofner, 1888)","Noctuidae","585220","1905","Show (ancien)"
"Zanclognatha lunalis  (Scopoli, 1763)","Erebidae","585220","1901","Show (ancien)"
"Zanclognatha tarsipennalis  Treitschke, 1835","Erebidae","585220","2023","Show (ancien)"
"Zeuzera pyrina  (Linnaeus, 1758)","Cossidae","585220","1985","Show (ancien)"
