kingdom,phylum,class,order,family,genus,species,scientificName,verbatimScientificName,publishingOrgKey,decimalLatitude,decimalLongitude,eventDate
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pseudoclitocybaceae,Pseudoclitocybe,Pseudoclitocybe cyathiformis,Pseudoclitocybe cyathiformis (Bull.) Singer,Pseudoclitocybe cyathiformis (Bull.: Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-12-14T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus edulis,Boletus edulis Bull.,Boletus edulis Bull.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia fusispora,Uthatobasidium fusisporum (J.Schröt.) Donk,Uthatobasidium fusisporum (Schroet.) Donk,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius reticulatus,Bolbitius reticulatus (Pers.) Ricken,Bolbitius reticulatus (Pers.: Fr.) Ricken,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula ochroleuca,Russula ochroleuca Fr.,Russula ochroleuca (Pers.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena pelianthina,Mycena pelianthina (Fr.) Quél.,Mycena pelianthina (Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius delibutus,Cortinarius delibutus Fr.,Cortinarius delibutus Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum subtomentosum,Stereum subtomentosum Pouzar,Stereum subtomentosum Pouzar,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,Exidia nigricans,Exidia plana Donk,Exidia plana (Wiggers) Donk,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Sistotremataceae,Trechispora,Trechispora stevensonii,Trechispora stevensonii (Berk. & Broome) K.H.Larss.,Trechispora stevensonii (Berk. et Broome) Larss.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula romellii,Russula romellii Maire,Russula romellii Maire,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-06-21T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,Xerocomellus chrysenteron,Xerocomus chrysenteron (Bull.) Quél.,Xerocomus chrysenteron (Bull.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-08-23T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,Chalciporus piperatus,Chalciporus piperatus (Bull.) Bataille,Chalciporus piperatus (Bull.:Fr.) Bat.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus luteus,Suillus luteus (L.) Gray,Suillus luteus (L.:Fr.) Gray,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-04T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe geophylla,Inocybe lilacina (Peck) Kauffman,Inocybe lilacina (Peck) C.H. Kaufm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota castanea,Lepiota castanea Quél.,Lepiota castanea Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,Crepidotus luteolus,Crepidotus luteolus Sacc.,Crepidotus luteolus (Lambotte) Sacc.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma hebes,Entoloma hebes (Romagn.) Trimbach,Entoloma hebes (Romagn.) Trimbach,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis pinicola,Fomitopsis pinicola (Sw.) P.Karst.,Fomitopsis pinicola (Sowerby: Fr.) P. Karst.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2010-04-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena strobilicola,Mycena strobilicola J.Favre & Kühner,Mycena strobilicola J. Favre et Kuehner,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2010-04-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus adhaerens,Lentinus adhaerens (Alb. & Schwein.) Fr.,Lentinus adhaerens (Alb. et Schwein.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2010-04-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Resupinatus,Resupinatus trichotis,Resupinatus trichotis (Pers.) Singer,Resupinatus trichotis (Pers.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2010-04-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus domesticus,"Coprinellus domesticus (Bolton) Vilgalys, Hopple & Jacq.Johnson","Coprinellus domesticus (Bolton: Fr.) Vilgalys, Hopple & Johnson",64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2010-05-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Lentinus brumalis,Polyporus brumalis (Pers.) Fr.,Polyporus brumalis (Pers.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2010-05-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora,Schizopora paradoxa,Schizopora paradoxa (Schrad.) Donk,Schizopora paradoxa (Schrad.:Fr.) Donk,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-02-28T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune,Schizophyllum commune Fr.,Schizophyllum commune Fr.:Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2016-03-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,Exidia glandulosa,Exidia truncata Fr.,Exidia truncata Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-04-14T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Calocybe,Calocybe gambosa,Calocybe gambosa (Fr.) Singer,Calocybe gambosa (Fr.: Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2016-06-01T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Chroogomphus,Chroogomphus helveticus,Chroogomphus helveticus (Singer) M.M.Moser,Chroogomphus helveticus (Singer) M.M. Moser,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-05-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Panaceae,Panus,Panus conchatus,Panus conchatus (Bull.) Fr.,Panus conchatus (Bull.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2016-06-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,Suillellus luridus,Boletus luridus Schaeff.,Boletus luridus Schaeff.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2016-06-10T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber mesentericum,Tuber mesentericum Vittad.,Tuber mesentericum Vittad.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2011-09-14T00:00:00
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,Elaphomyces granulatus,Elaphomyces granulatus Fr.,Elaphomyces granulatus Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2011-09-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma pardinum,Tricholoma pardinum (Pers.) Quél.,Tricholoma pardinum Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-21T00:00:00
Fungi,Ascomycota,Sordariomycetes,Hypocreales,,Illosporiopsis,Illosporiopsis christiansenii,Illosporiopsis christiansenii (B.L.Brady & D.Hawksw.) D.Hawksw.,Illosporiopsis christiansenii (B.L. Brady & D. Hawksw.) D. Hawksw.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-12-04T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus chrysodon,Hygrophorus chrysodon (Batsch) Fr.,Hygrophorus chrysodon (Batsch: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2016-12-24T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma helodes,Hebeloma helodes J.Favre,Hebeloma helodes J. Favre,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-11-12T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Paxillus,Paxillus involutus,Paxillus involutus (Batsch) Fr.,Paxillus involutus (Batsch) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula sanguinea,Russula sanguinea Fr.,Russula sanguinea (Bull.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-10-24T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma brumale,Tulostoma brumale Pers.,Tulostoma brumale Pers.: Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Auriscalpium,Auriscalpium vulgare,Auriscalpium vulgare Gray,Auriscalpium vulgare Gray,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-11-19T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus,Pleurotus ostreatus (Jacq.) P.Kumm.,Pleurotus ostreatus (Jacq.: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2017-03-11T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus agathosmus,Hygrophorus agathosmus (Fr.) Fr.,Hygrophorus agathosmus (Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius variecolor,Cortinarius nemorensis (Fr.) J.E.Lange,Cortinarius nemorensis (Fr.) J.E. Lange,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus collinitus,Suillus fluryi Huijsman,Suillus fluryi Huijsm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Rhizochaete,Rhizochaete radicata,"Rhizochaete radicata (Henn.) Gresl., Nakasone & Rajchenb.","Rhizochaete radicata (Henn.) Gresl., Nakasone & Rajchenb.",64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota cristata,Lepiota cristata (Bolton) P.Kumm.,Lepiota cristata (Bolton: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Lentinus tigrinus,Panus tigrinus (Bull.) Singer,Panus tigrinus (Bull.: Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma crustuliniforme,Hebeloma crustuliniforme (Bull.) Quél.,Hebeloma crustuliniforme (Bull.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Echinoderma,Echinoderma asperum,Echinoderma asperum (Pers.) Bon,Echinoderma asperum (Pers.:Fr.) Bon,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lenzites,Lenzites betulinus,Lenzites betulinus (L.) Fr.,Lenzites betulina (L.:Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2012-02-19T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Paragalactinia,Paragalactinia succosa,Peziza succosa Berk.,Peziza succosa Berk.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius cinnamomeus,Cortinarius cinnamomeus (L.) Fr.,Cortinarius cinnamomeus (L.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Infundibulicybe,Infundibulicybe gibba,Clitocybe gibba (Pers.) P.Kumm.,Clitocybe gibba (Pers.: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2012-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Lentinellus,Lentinellus micheneri,Lentinellus omphalodes (Fr.) P.Karst.,Lentinellus omphalodes (Fr.) P. Karst.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2012-09-27T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,Imleria badia,Xerocomus badius (Fr.) E.-J.Gilbert,Xerocomus badius (Fr.) Kuehner ex E-J.Gilbert,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-11-17T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma crustuliniforme,Hebeloma crustuliniforme (Bull.) Quél.,Hebeloma crustuliniforme (Bull.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2017-10-29T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,Agrocybe dura,Agrocybe dura (Bolton) Singer,Agrocybe dura (Bolton) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-06-10T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,Tubaria furfuracea,Tubaria hiemalis Romagn. ex Bon,Tubaria hiemalis Romagn. ex Bon,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-01-06T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber aestivum,Tuber aestivum Vittad.,Tuber aestivum Vittad.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2018-04-05T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus sylvicola,Agaricus sylvicola (Vittad.) Sacc.,Agaricus sylvicola (Vittad.) Sacc.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2018-05-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus reticulatus,Boletus aestivalis (Paulet) Fr.,Boletus aestivalis (Paulet) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2018-05-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,Chalciporus piperatus,Chalciporus piperatus (Bull.) Bataille,Chalciporus piperatus (Bull.:Fr.) Bat.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2018-05-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus reticulatus,Boletus aestivalis (Paulet) Fr.,Boletus aestivalis (Paulet) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-06-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,Suillellus luridus,Boletus luridus Schaeff.,Boletus luridus Schaeff.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-06-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia mesenterica,Auricularia mesenterica (Dicks.) Pers.,Auricularia mesenterica (Dicks.: Fr.) Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2012-04-18T00:00:00
Protozoa,Mycetozoa,,,Reticulariidae,,,Reticulariidae,Lycogala epidendrum L.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2013-05-11T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Lentinus substrictus,Polyporus ciliatus Fr.,Polyporus ciliatus (Fr.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2013-05-11T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,Sarcoscypha coccinea,Sarcoscypha coccinea (Jacq.) Lambotte,Sarcoscypha coccinea (Scop.:Fr.) Lamb.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2012-03-16T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus dryophilus,Gymnopus dryophilus (Bull.) Murrill,Gymnopus dryophilus (Bull.:Fr.) Murrill,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-05-19T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus campestris,Agaricus campestris L.,Agaricus campestris L.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2018-11-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena aurantiomarginata,Mycena aurantiomarginata (Fr.) Quél.,Mycena aurantiomarginata (Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2018-12-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,Gymnopilus penetrans,Gymnopilus penetrans (Fr.) Murrill,Gymnopilus penetrans (Fr.:Fr.) Murrill,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2018-12-06T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,Clitocybe nebularis (Batsch) P.Kumm.,Clitocybe nebularis (Batsch: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2018-12-06T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inosperma,Inosperma maculatum,Inocybe maculata Boud.,Inocybe maculata Boud.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2013-09-11T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita magnivolvata,Amanita magnivolvata Aalto,Amanita magnivolvata Aalton,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2013-10-18T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma capnoides,Hypholoma capnoides (Fr.) P.Kumm.,Hypholoma capnoides (Fr.: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii,Clitopilus hobsonii (Berk.) P.D.Orton,Clitopilus hobsonii (Berk. et Broome) P.D. Orton,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus atromarginatus,Pluteus atromarginatus (Konrad) Kühner,Pluteus atromarginatus (Singer) Kuehner,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Ascocoryne,Ascocoryne sarcoides,Ascocoryne sarcoides (Jacq.) J.W.Groves & D.E.Wilson,Ascocoryne sarcoides (Jacq.) Groves et Wilson,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum hirsutum,Stereum hirsutum (Willd.) Gray,Stereum hirsutum (Willd.:Fr.) Gray,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2014-02-24T00:00:00
Fungi,Ascomycota,Sordariomycetes,Xylariales,Graphostromataceae,Biscogniauxia,Biscogniauxia nummularia,Biscogniauxia nummularia (Bull.) Kuntze,Biscogniauxia nummularia (Bull.:Fr.) O.Kuntze,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2014-05-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,Sistotrema brinkmannii,Sistotrema brinkmannii (Bres.) J.Erikss.,Sistotrema brinkmannii (Bres.) J.Erikss.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2014-05-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis pinicola,Fomitopsis pinicola (Sw.) P.Karst.,Fomitopsis pinicola (Sowerby: Fr.) P. Karst.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2014-05-31T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella semilibera,Morchella semilibera DC.,Morchella semilibera DC.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2019-05-12T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma fasciculare,Hypholoma fasciculare (Huds.) P.Kumm.,Hypholoma fasciculare (Huds.: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Cystoderma,Cystoderma amianthinum,Cystoderma amianthinum (Scop.) Fayod,Cystoderma amianthinum (Scop.) Fayod,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hyphodontiaceae,Hyphodontia,Hyphodontia alutaria,Hyphodontia alutaria (Burt) J.Erikss.,Hyphodontia alutaria (Burt) J. Erikss.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius glyciosmus,Lactarius glyciosmus (Fr.) Fr.,Lactarius glyciosmus (Fr.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,Rubroboletus satanas,Boletus satanas Lenz,Boletus satanas Lenz,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena rosella,Mycena rosea Sacc.,Mycena rosea (Bull.) Sacc.et Dalla Cost,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus leucothites,Leucoagaricus leucothites (Vittad.) Wasser,Leucoagaricus leucothites (Vittad.) Wasser,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2019-10-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Lacrymaria,Lacrymaria lacrymabunda,Lacrymaria lacrymabunda (Bull.) Pat.,Lacrymaria lacrymabunda (Bull.: Fr.) Pat.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-30T00:00:00
